,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,5.241410193796985,4.918616203782549,4.65917890088495,4.4515066222211725,4.286243513788037,4.155752909321774,4.0538056617894656,3.9753225182552243,3.91612161759798,3.8727929012454347,3.8425012965810708,3.822954167575075,3.812232483873083,3.8087512061524595,3.8112095009316542,3.818549339837988,3.8298692403913956,3.844434022170094,3.8615978700857276,3.8808873831112196,3.9018612858050354,3.9242126927245664,3.9475921499659137,3.971689181612268,3.996458468984113,4.021551784880888,4.047134834422217,4.072560242647259,4.098208022169611,4.123821943568347,4.149690228791707,4.174692292834409,4.200645143979351,4.225572653638499,4.250295522193018,4.2748184050068065,4.29866150527912,4.323791251787186,4.350289868014241,4.371180237649728,4.397039490340494,4.415988634085516,4.440691016844366,4.463680186143902,4.474130095838953,4.509968687616037,4.515349058884604,4.572512821970645,4.595782563208398,4.613829795235218
1,4.702190129386396,4.485865370966702,4.3135051052602345,4.17718934378488,4.070463683957612,3.9880409924976576,3.925611749900867,3.8796238703791235,3.847142094895955,3.825803988162077,3.8135947877719505,3.8088976623700805,3.810365189363688,3.816905286738461,3.827539056698017,3.84157229745336,3.858294460858125,3.877263612687527,3.8979200678016768,3.920014351201717,3.9431953197918497,3.967208716461415,3.9919092473900797,4.016994933843282,4.042444063410292,4.067884635230761,4.093753004379216,4.119379140480519,4.145137818047709,4.17076725871396,4.195986923138972,4.221278375648547,4.245494043037245,4.271257762127981,4.29521679416124,4.31963106748943,4.343042544969143,4.36570177590253,4.390940056756752,4.415512029179094,4.43763749554456,4.463008727414103,4.491480523108485,4.509788026139936,4.512260437467107,4.557096498017379,4.552063109301721,4.574408229794448,4.634761392664407,4.631266304059385
2,4.34194837929789,4.1996009251198485,4.087914259113397,4.001430130686047,3.9356418918235425,3.8869003895010765,3.852163450373849,3.828951040029712,3.8152036066426906,3.8092495705041687,3.809711308977572,3.815396514651827,3.8253447930175124,3.838786884592429,3.8550710130356,3.8736672314679654,3.8940949517016508,3.915954284265215,3.9388997979940967,3.962818261234953,3.9873788743474825,4.012370025477334,4.037891205814668,4.063228312176984,4.089059007080847,4.114729591445231,4.140085236709571,4.165598495616959,4.190871593608546,4.215638544711708,4.241174152914724,4.265904526942821,4.28611893027936,4.314556058654422,4.338100329124974,4.361688773051566,4.387178092727377,4.408025753048392,4.432459116341812,4.4519549652312005,4.479235908670775,4.501356966182283,4.538539572353097,4.528066437370077,4.589437938790526,4.5696798012692765,4.605686190829818,4.645929961023206,4.682237091480891,4.67708208356256
3,4.106205339398383,4.015489380030721,3.946244436185941,3.8946375691484465,3.857556190284259,3.8324078379106776,3.817077661552057,3.809827656060176,3.809209412746823,3.8140086269904185,3.823244550199243,3.8361307325003233,3.8519361811867796,3.8700941757402623,3.890236280778701,3.911901379144324,3.9346640032519598,3.9584236504892747,3.982996232618863,4.00781338272447,4.033098689443484,4.0585782874753775,4.08440997245539,4.10983218440448,4.135499619020492,4.160724770509527,4.186273286278868,4.211546787485258,4.237599129172821,4.26111736289794,4.284927601751238,4.310106533413034,4.335497153134448,4.3591633984120985,4.381011403290056,4.403693693883048,4.428071815717444,4.4513844369616296,4.475395622102781,4.5008630136938494,4.535565182949828,4.563278339541138,4.589085427986097,4.600477910120404,4.6674459576403775,4.637783584325069,4.6230311567036715,4.76259517904421,4.737673407630762,4.70457738073666
4,3.9574216212296642,3.902855712987061,3.863340439419747,3.836193530280034,3.8192116691482303,3.8106062813637913,3.8088745704583706,3.8127605797138133,3.8212757505714285,3.833547965213989,3.8488586661455844,3.8666942009739342,3.8864211056373894,3.907807800788267,3.9304419895828597,3.954053650596028,3.9783432831301613,4.0032663936228525,4.028570447534602,4.054039291732831,4.079538883763964,4.10530651984654,4.130806754843377,4.156621672292077,4.181729174056046,4.206943885853336,4.232288426320088,4.256925425825968,4.281090990482588,4.306645355058709,4.332575350677004,4.353953781396219,4.375744311061368,4.3920892110388365,4.422379118348233,4.446264663082346,4.45616149865943,4.494400848885884,4.524578956882827,4.582898032946505,4.541436962721964,4.592768352284487,4.642765323056493,4.684387611596351,4.661486081592565,4.649922226548193,4.6696906986929,4.6830329161344055,4.780626758735655,4.802304619417237
5,3.8695298932148936,3.8403145637824436,3.8216293528139356,3.8116326253932815,3.8087442429954743,3.8116979729921288,3.8194362586774977,3.8310507723479392,3.845867538315221,3.8632324336410666,3.8827231662479726,3.9038317518877057,3.9263038904635796,3.9497567046326223,3.9738771556014374,3.9988611457684633,4.02392711027391,4.049415313671415,4.0748566582367545,4.100494438098718,4.126132956581467,4.151951710992289,4.177553099915705,4.202381526816554,4.227929053185874,4.252033030522222,4.276923020833309,4.302557934031985,4.327904630595957,4.3519006272783844,4.373255792390216,4.3981047058668405,4.423213403239793,4.444046476215829,4.465874598437327,4.488745340317692,4.514388819217775,4.54950876191497,4.569129997722563,4.58878094591141,4.595358320079326,4.621956391027671,4.637494352937134,4.729448977579751,4.781677322731545,4.749888563298513,4.81255262224976,4.787925582932789,4.741116899742004,4.885061865011314
6,3.8243437007679457,3.812865478003641,3.808807916462918,3.8107839468809344,3.817702248389751,3.82869490003259,3.842985597816361,3.8599475854023226,3.879054239322585,3.89989754427486,3.9220958373854726,3.94534684794754,3.9694638907809408,3.994181586969056,4.0193100924757,4.044786153326009,4.0701678233159155,4.095840465232102,4.122015752400967,4.147210283332543,4.172667102808242,4.19747790766634,4.22314170054828,4.248440046494724,4.272251301159837,4.296459088557861,4.3216909707931075,4.345111880827877,4.36730950335701,4.391049089483841,4.415818129306864,4.440391241180963,4.466238404758251,4.491184060867331,4.530044761277809,4.514037245053332,4.558587530706883,4.589186179617364,4.60459732845059,4.682455728251246,4.6504873588531845,4.631288338261074,4.694245898899026,4.772475062583774,4.773540520857529,4.894609222688744,4.90297363221082,4.974711907123252,5.116839737439061,4.687471138232619
7,3.80906307235715,3.810015319553592,3.816109782615241,3.8264246905783987,3.84015949209596,3.85667065453024,3.8754354501046566,3.895980349526452,3.917968402222043,3.9410755003775173,3.965032530181496,3.9896118574526604,4.014672486290004,4.040013953213153,4.06550049941515,4.09130496835869,4.116895187963491,4.142498213368887,4.168150848267882,4.1930003082797045,4.218821480536478,4.243733491525301,4.269203473138875,4.292860222167078,4.31688200927177,4.335028528388272,4.363425701652651,4.387257134937334,4.410796426431881,4.424102379416003,4.445645241501393,4.481417678776461,4.504082310471589,4.509217470559525,4.552314728458876,4.574559927357497,4.625632963083042,4.60395737201889,4.667743361981399,4.63885249149057,4.71371421031724,4.710809433096638,4.695650125698703,4.708847804296608,4.742832059828267,4.742958268789051,4.964350130811043,4.692167650998842,4.996466364485472,4.643227394010887
8,3.8146716609524454,3.824280975105259,3.8374484929782553,3.853498300230228,3.8718689623708187,3.892135262170594,3.913960672005793,3.9368021573384078,3.960654357821541,3.98522343318789,4.010082467647466,4.035411589123529,4.060892341475282,4.086635223430665,4.1122565931110735,4.137760737183783,4.163243682556627,4.18886446024345,4.213656191941341,4.238480444418762,4.2632963132780946,4.289478226429644,4.311948453263292,4.336656310221239,4.36180757048104,4.385724527930103,4.413363145125332,4.436252320159605,4.454442977687827,4.47699819153834,4.5013651511186294,4.506771333939384,4.54545619952319,4.603847564178057,4.599424163988493,4.6195761200878085,4.6201954660346365,4.625177177711971,4.655668294891884,4.66815893738585,4.70021390052383,4.704165052239053,4.877607641661092,4.7576868113652475,5.257307476793062,4.697011195732583,5.004157708782163,4.95931358625295,4.81620356483359,4.8114178574293485
9,3.8348053930500843,3.85039360871089,3.8684051855904587,3.8883485050441107,3.90989318467871,3.932560331443105,3.9562233702964487,3.980695357077863,4.005504842087858,4.030846769254072,4.056319124918472,4.081836572746648,4.108020591907871,4.133146375136837,4.158937442865754,4.184170265009738,4.209138628659321,4.2344100879732895,4.258788363977362,4.284746727253945,4.307199563264487,4.332840158452936,4.355771847862534,4.381277820596468,4.395468050556806,4.426288924879834,4.449393464361493,4.478826998569511,4.482105573564475,4.527989361779054,4.52280618449624,4.596098057130502,4.594027196917425,4.668655079619764,4.614447456706644,4.628027675517084,4.791793710482913,4.726918277799499,4.722710546600317,4.78730873874224,4.719925120627719,4.896874237637823,4.889475789268611,4.715985308685211,4.8315346197263,4.8119522759688955,4.782751826061467,5.173160639910985,4.82923971594003,4.975426695487825
