log(m),log(sigma*v),Omegah2
2.3847683943708478,-28.879941265392258,0.3867945292346172
1.042290229350487,-26.00044898064145,0.7033793925326758
-1.0532200898601,-22.00016205855977,0.38142817762578
1.8792086508835828,-27.73717223165064,0.48185957523808315
-1.537452701287544,-20.844771941942398,0.5939837472211864
1.2781481526315055,-26.586871945102736,0.5470389861544855
-2.714778333823742,-18.672995764378584,0.3895760696866816
1.2850470058925358,-26.484768419146203,0.7110853461303308
-2.0867349449319157,-19.85676506104417,0.4602478290393737
-5.547539445142804,-12.857739452151149,0.549887373639598
-0.06834145508573419,-23.869744831932618,0.505188346272144
2.8868357669626894,-29.791011910922723,0.4792304692609289
2.7450990934130406,-29.39387752666657,0.622594757844376
-4.794328417323127,-14.486313248471482,0.41506600468646676
2.102862755926541,-28.24027499523246,0.45441015247762884
2.8884545309407663,-29.791011910922723,0.48281632990763496
-0.13351587435730927,-23.646245772069488,0.6142319619957874
-0.13351587435730927,-23.708774931672288,0.5353735143445747
-0.7368791457516156,-22.54889054591865,0.4323053677518621
1.629686808199164,-27.243395819930928,0.4576807113869912
-0.04625730529309191,-23.86728645577537,0.5604528938519356
-4.537422972129653,-14.905796211524837,0.5157546623980965
-3.827705460910988,-16.245085394513232,0.6203423706249325
-3.7160101420887868,-16.464242874222307,0.6264240806347529
-4.984351766986941,-13.928770494201164,0.6246203693854928
0.947806507828644,-25.84621366976201,0.6456185711392831
-4.080224258663646,-15.91434045235949,0.4152321132086737
-0.9387426336482896,-22.00016205855977,0.6484590408755174
-1.777088377861932,-20.45862026780736,0.4789946630651027
2.5583141525772364,-29.068400119375898,0.5573307242502242
-2.8331754849422692,-18.41941523907954,0.4049116543713208
1.6902230092187076,-27.41248930234822,0.4161981981431814
-4.66129656431178,-14.651572900878005,0.5235055139860592
2.5752906035480265,-29.068400119375898,0.6026510078947499
-0.06834145508573419,-23.797288993363818,0.5911235306519749
-4.543748978903586,-14.904470889316976,0.5024776293719231
-0.7368738030170109,-22.63868142366258,0.35875279749520017
-5.525917657765668,-12.905210728017698,0.5445602809703102
2.2480912625114295,-28.419886721343328,0.5915826870359782
-4.157795937467253,-15.746448839480019,0.42759817769280983
2.3093435296132783,-28.591961042580593,0.5304089164240409
-1.4986044465066057,-21.028940352251468,0.46605701186881116
-2.8294216750057184,-18.41232753312908,0.4187480775707665
0.9758335344450342,-25.835655240092027,0.7441851127698113
1.085337133566461,-26.234946373786237,0.5028480287737099
-4.854015653940192,-14.204194647459769,0.6037587216277933
-1.9226336753846995,-20.073566138307243,0.5946319372181137
-4.1490018361328165,-15.74742075527931,0.44427475540879374
0.6038267392812426,-25.340457998832875,0.40617097403504654
-0.16353300669456883,-23.715082959945505,0.4615238453678332
-5.395579442452251,-13.181933699556017,0.5248061890849994
-4.335696450288221,-15.429499313258301,0.3910100016689399
0.4100771968133854,-24.922742619697615,0.41467840746257206
-1.3836969000570771,-21.22247302259785,0.5072649428416585
2.7399660108760218,-29.419513804613743,0.5731958226106503
-2.324528528247194,-19.31336162410382,0.5377620661112555
-2.0719338966312146,-19.859468137304738,0.48971736662682774
-2.832362222847335,-18.334087876658756,0.4947068172690243
-5.395579442452251,-13.21564518977241,0.48560964497520515
-0.8196631973581406,-22.300609700008565,0.5487654295740451
-0.49702674011998216,-22.929959473059945,0.55516406893664
-3.817126745060013,-16.442181007948278,0.41370942910527964
-2.4650881604573542,-19.14114261864925,0.41856683228899144
2.2758736951933614,-28.449957074820063,0.6274976571488536
-0.856233571233531,-22.300609700008565,0.46208828499580473
-2.0624608096625066,-19.859468137304738,0.5117287539858245
-1.210524948674573,-21.509391169032867,0.5805715264415205
-4.771493159899617,-14.402421426765589,0.5593457688175536
-2.0623423892754102,-19.85676506104417,0.5152092660151202
-4.646669816780825,-14.68698024944468,0.5161404083616983
2.3067216908607557,-28.715147785345337,0.39462118454963424
1.2962793704869178,-26.633382363911487,0.5349287030444909
