Mp1,Ms2,laS,Omega,ys,yp
0.001,2000,2000,0.0008234,1e-10,1e-10
0.0010280732238308647,2000,2000,0.0008234,1e-10,1e-10
0.0010569345535579883,2000,2000,0.0008234,1e-10,1e-10
0.001086606113854597,2000,2000,0.0008234,1e-10,1e-10
0.0011171106505048242,2000,2000,0.0008234,1e-10,1e-10
0.001148471547840289,2000,2000,0.0008234,1e-10,1e-10
0.0011807128466661903,2000,2000,0.0008234,1e-10,1e-10
0.0012138592626906278,2000,2000,0.0008234,1e-10,1e-10
0.0012479362054713115,2000,2000,0.0008234,1e-10,1e-10
0.0012829697978941476,2000,2000,0.0008234,1e-10,1e-10
0.0013189868961986705,2000,2000,0.0008234,1e-10,1e-10
0.0013560151105656334,2000,2000,0.0008234,1e-10,1e-10
0.0013940828262825786,2000,2000,0.0008234,1e-10,1e-10
0.0014332192255035738,2000,2000,0.0008234,1e-10,1e-10
0.0014734543096198358,2000,2000,0.0008234,1e-10,1e-10
0.0015148189222583457,2000,2000,0.0008234,1e-10,1e-10
0.0015573447729261352,2000,2000,0.0008234,1e-10,1e-10
0.0016010644613183177,2000,2000,0.0008234,1e-10,1e-10
0.0016460115023085497,2000,2000,0.0008234,1e-10,1e-10
0.0016922203516410374,2000,2000,0.0008234,1e-10,1e-10
0.0017397264323438008,2000,2000,0.0008234,1e-10,1e-10
0.0017885661618834618,2000,2000,0.0008234,1e-10,1e-10
0.0018387769800823268,2000,2000,0.0008234,1e-10,1e-10
0.0018903973778192215,2000,2000,0.0008234,1e-10,1e-10
0.0019434669265360202,2000,2000,0.0008234,1e-10,1e-10
0.0019980263085725507,2000,2000,0.0008234,1e-10,1e-10
0.002054117348353064,2000,2000,0.0008234,1e-10,1e-10
0.0021117830444482445,2000,2000,0.0008234,1e-10,1e-10
0.002171067602537265,2000,2000,0.0008234,1e-10,1e-10
0.0022320164692952345,2000,2000,0.0008234,1e-10,1e-10
0.002294676367231936,2000,2000,0.0008234,1e-10,1e-10
0.0023590953305086364,2000,2000,0.0008234,1e-10,1e-10
0.002425322741760353,2000,2000,0.0008234,1e-10,1e-10
0.0024934093699518806,2000,2000,0.0008234,1e-10,1e-10
0.002563407409296515,2000,2000,0.0008234,1e-10,1e-10
0.002635370519267393,2000,2000,0.0008234,1e-10,1e-10
0.0027093538657320514,2000,2000,0.0008234,1e-10,1e-10
0.002785414163241769,2000,2000,0.0008234,1e-10,1e-10
0.002863609718508116,2000,2000,0.0008234,1e-10,1e-10
0.0029440004751000335,2000,2000,0.0008234,1e-10,1e-10
0.003026648059395692,2000,2000,0.0008234,1e-10,1e-10
0.0031116158278243597,2000,2000,0.0008234,1e-10,1e-10
0.0031989689154345376,2000,2000,0.0008234,1e-10,1e-10
0.00328877428582551,2000,2000,0.0008234,1e-10,1e-10
0.0033811007824806854,2000,2000,0.0008234,1e-10,1e-10
0.0034760191815419775,2000,2000,0.0008234,1e-10,1e-10
0.0035736022460657883,2000,2000,0.0008234,1e-10,1e-10
0.0036739247818020743,2000,2000,0.0008234,1e-10,1e-10
0.0037770636945393685,2000,2000,0.0008234,1e-10,1e-10
0.003883098049059605,2000,2000,0.0008234,1e-10,1e-10
0.003992109129748053,2000,2000,0.0008234,1e-10,1e-10
0.004104180502904709,2000,2000,0.0008234,1e-10,1e-10
0.004219398080805024,2000,2000,0.0008234,1e-10,1e-10
0.004337850187558989,2000,2000,0.0008234,1e-10,1e-10
0.004459627626819096,2000,2000,0.0008234,1e-10,1e-10
0.004584823751389096,2000,2000,0.0008234,1e-10,1e-10
