Mp1,Ms2,laS,Omega,ys,yp
0.001,2000,2000,0.0008234,1e-10,1e-10
0.0010280732238308647,2000,2000,0.0008465,1e-10,1e-10
0.0010569345535579883,2000,2000,0.0008703,1e-10,1e-10
0.001086606113854597,2000,2000,0.0008947,1e-10,1e-10
0.0011171106505048242,2000,2000,0.0009199,1e-10,1e-10
0.001148471547840289,2000,2000,0.0009457,1e-10,1e-10
0.0011807128466661903,2000,2000,0.0009722,1e-10,1e-10
0.0012138592626906278,2000,2000,0.0009995,1e-10,1e-10
0.0012479362054713115,2000,2000,0.001028,1e-10,1e-10
0.0012829697978941476,2000,2000,0.001056,1e-10,1e-10
0.0013189868961986705,2000,2000,0.001086,1e-10,1e-10
0.0013560151105656334,2000,2000,0.001117,1e-10,1e-10
0.0013940828262825786,2000,2000,0.001148,1e-10,1e-10
0.0014332192255035738,2000,2000,0.00118,1e-10,1e-10
0.0014734543096198358,2000,2000,0.001213,1e-10,1e-10
0.0015148189222583457,2000,2000,0.001247,1e-10,1e-10
0.0015573447729261352,2000,2000,0.001282,1e-10,1e-10
0.0016010644613183177,2000,2000,0.001318,1e-10,1e-10
0.0016460115023085497,2000,2000,0.001355,1e-10,1e-10
0.0016922203516410374,2000,2000,0.001393,1e-10,1e-10
0.0017397264323438008,2000,2000,0.001433,1e-10,1e-10
0.0017885661618834618,2000,2000,0.001473,1e-10,1e-10
0.0018387769800823268,2000,2000,0.001514,1e-10,1e-10
0.0018903973778192215,2000,2000,0.001557,1e-10,1e-10
0.0019434669265360202,2000,2000,0.0016,1e-10,1e-10
0.0019980263085725507,2000,2000,0.001645,1e-10,1e-10
0.002054117348353064,2000,2000,0.001691,1e-10,1e-10
0.0021117830444482445,2000,2000,0.001739,1e-10,1e-10
0.002171067602537265,2000,2000,0.001788,1e-10,1e-10
0.0022320164692952345,2000,2000,0.001838,1e-10,1e-10
0.002294676367231936,2000,2000,0.00189,1e-10,1e-10
0.0023590953305086364,2000,2000,0.001943,1e-10,1e-10
0.002425322741760353,2000,2000,0.001997,1e-10,1e-10
0.0024934093699518806,2000,2000,0.002053,1e-10,1e-10
0.002563407409296515,2000,2000,0.002111,1e-10,1e-10
0.002635370519267393,2000,2000,0.00217,1e-10,1e-10
0.0027093538657320514,2000,2000,0.002231,1e-10,1e-10
0.002785414163241769,2000,2000,0.002294,1e-10,1e-10
0.002863609718508116,2000,2000,0.002358,1e-10,1e-10
0.0029440004751000335,2000,2000,0.002424,1e-10,1e-10
0.003026648059395692,2000,2000,0.002492,1e-10,1e-10
0.0031116158278243597,2000,2000,0.002562,1e-10,1e-10
0.0031989689154345376,2000,2000,0.002634,1e-10,1e-10
0.00328877428582551,2000,2000,0.002708,1e-10,1e-10
0.0033811007824806854,2000,2000,0.002784,1e-10,1e-10
0.0034760191815419775,2000,2000,0.002862,1e-10,1e-10
0.0035736022460657883,2000,2000,0.002943,1e-10,1e-10
0.0036739247818020743,2000,2000,0.003025,1e-10,1e-10
0.0037770636945393685,2000,2000,0.00311,1e-10,1e-10
0.003883098049059605,2000,2000,0.003197,1e-10,1e-10
0.003992109129748053,2000,2000,0.003287,1e-10,1e-10
0.004104180502904709,2000,2000,0.00338,1e-10,1e-10
0.004219398080805024,2000,2000,0.003474,1e-10,1e-10
0.004337850187558989,2000,2000,0.003572,1e-10,1e-10
0.004459627626819096,2000,2000,0.003672,1e-10,1e-10
0.004584823751389096,2000,2000,0.003775,1e-10,1e-10
0.004713534534786907,2000,2000,0.003881,1e-10,1e-10
0.004845858644816496,2000,2000,0.00399,1e-10,1e-10
0.004981897519205165,2000,2000,0.004102,1e-10,1e-10
0.0051217554433642416,2000,2000,0.004217,1e-10,1e-10
0.005265539630332755,2000,2000,0.004336,1e-10,1e-10
0.005413360302965381,2000,2000,0.004458,1e-10,1e-10
0.005565330778427646,2000,2000,0.004583,1e-10,1e-10
0.005721567555063252,2000,2000,0.004711,1e-10,1e-10
0.005882190401699956,2000,2000,0.004844,1e-10,1e-10
0.006047322449462649,2000,2000,0.00498,1e-10,1e-10
0.006217090286163827,2000,2000,0.005119,1e-10,1e-10
0.006391624053344006,2000,2000,0.005263,1e-10,1e-10
0.006571057546036271,2000,2000,0.005411,1e-10,1e-10
0.0067555283153316395,2000,2000,0.005563,1e-10,1e-10
0.006945177773823696,2000,2000,0.005719,1e-10,1e-10
0.007140151304013403,2000,2000,0.005879,1e-10,1e-10
0.007340598369757212,2000,2000,0.006044,1e-10,1e-10
0.007546672630843887,2000,2000,0.006214,1e-10,1e-10
0.007758532060787836,2000,2000,0.006389,1e-10,1e-10
0.007976339067929281,2000,2000,0.006568,1e-10,1e-10
0.008200260619934131,2000,2000,0.006752,1e-10,1e-10
0.008430468371788968,2000,2000,0.006942,1e-10,1e-10
0.008667138797389234,2000,2000,0.007137,1e-10,1e-10
0.008910453324821512,2000,2000,0.007337,1e-10,1e-10
0.00916059847544371,2000,2000,0.007543,1e-10,1e-10
0.009417766006869518,2000,2000,0.007755,1e-10,1e-10
0.009682153059967086,2000,2000,0.007973,1e-10,1e-10
0.009953962309984233,2000,2000,0.008196,1e-10,1e-10
0.010233402121916417,2000,2000,0.008426,1e-10,1e-10
0.010520686710236229,2000,2000,0.008663,1e-10,1e-10
0.0108160363031071,2000,2000,0.008906,1e-10,1e-10
0.011119677311206989,2000,2000,0.009156,1e-10,1e-10
0.011431842501291497,2000,2000,0.009413,1e-10,1e-10
0.011752771174629452,2000,2000,0.009678,1e-10,1e-10
0.012082709350447765,2000,2000,0.009949,1e-10,1e-10
0.012421909954526173,2000,2000,0.01023,1e-10,1e-10
0.01277063301308644,2000,2000,0.01052,1e-10,1e-10
0.013129145852124654,2000,2000,0.01081,1e-10,1e-10
0.013497723302339424,2000,2000,0.01111,1e-10,1e-10
0.013876647909813085,2000,2000,0.01143,1e-10,1e-10
0.014266210152607376,2000,2000,0.01175,1e-10,1e-10
0.014666708663439686,2000,2000,0.01208,1e-10,1e-10
0.015078450458610518,2000,2000,0.01242,1e-10,1e-10
0.015501751173357704,2000,2000,0.01276,1e-10,1e-10
0.01593693530381775,2000,2000,0.01312,1e-10,1e-10
0.01638433645577984,2000,2000,0.01349,1e-10,1e-10
0.016844297600423153,2000,2000,0.01387,1e-10,1e-10
0.017317171337233535,2000,2000,0.01426,1e-10,1e-10
0.01780332016430114,2000,2000,0.01466,1e-10,1e-10
0.01830311675620612,2000,2000,0.01507,1e-10,1e-10
0.018816944249705557,2000,2000,0.01549,1e-10,1e-10
0.019345196537440452,2000,2000,0.01593,1e-10,1e-10
