Mp1,Ms2,laS,Omega,ys,yp
0.002635370519267393,2000,2000,2.17e-07,1e-12,1e-12
0.0027093538657320514,2000,2000,2.231e-07,1e-12,1e-12
0.002785414163241769,2000,2000,2.294e-07,1e-12,1e-12
0.002863609718508116,2000,2000,2.358e-07,1e-12,1e-12
0.0029440004751000335,2000,2000,2.424e-07,1e-12,1e-12
0.003026648059395692,2000,2000,2.492e-07,1e-12,1e-12
0.0031116158278243597,2000,2000,2.562e-07,1e-12,1e-12
0.0031989689154345376,2000,2000,2.634e-07,1e-12,1e-12
0.00328877428582551,2000,2000,2.708e-07,1e-12,1e-12
0.0033811007824806854,2000,2000,2.784e-07,1e-12,1e-12
0.0034760191815419775,2000,2000,2.862e-07,1e-12,1e-12
0.0035736022460657883,2000,2000,2.943e-07,1e-12,1e-12
0.0036739247818020743,2000,2000,3.025e-07,1e-12,1e-12
0.0037770636945393685,2000,2000,3.11e-07,1e-12,1e-12
0.003883098049059605,2000,2000,3.197e-07,1e-12,1e-12
0.003992109129748053,2000,2000,3.287e-07,1e-12,1e-12
0.004104180502904709,2000,2000,3.38e-07,1e-12,1e-12
0.004219398080805024,2000,2000,3.474e-07,1e-12,1e-12
0.004337850187558989,2000,2000,3.572e-07,1e-12,1e-12
0.004459627626819096,2000,2000,3.672e-07,1e-12,1e-12
0.004584823751389096,2000,2000,3.775e-07,1e-12,1e-12
0.004713534534786907,2000,2000,3.881e-07,1e-12,1e-12
0.004845858644816496,2000,2000,3.99e-07,1e-12,1e-12
0.004981897519205165,2000,2000,4.102e-07,1e-12,1e-12
0.0051217554433642416,2000,2000,4.217e-07,1e-12,1e-12
0.005265539630332755,2000,2000,4.336e-07,1e-12,1e-12
0.005413360302965381,2000,2000,4.458e-07,1e-12,1e-12
0.005565330778427646,2000,2000,4.583e-07,1e-12,1e-12
0.005721567555063252,2000,2000,4.711e-07,1e-12,1e-12
0.005882190401699956,2000,2000,4.844e-07,1e-12,1e-12
0.006047322449462649,2000,2000,4.98e-07,1e-12,1e-12
0.006217090286163827,2000,2000,5.119e-07,1e-12,1e-12
0.006391624053344006,2000,2000,5.263e-07,1e-12,1e-12
0.006571057546036271,2000,2000,5.411e-07,1e-12,1e-12
0.0067555283153316395,2000,2000,5.563e-07,1e-12,1e-12
0.006945177773823696,2000,2000,5.719e-07,1e-12,1e-12
0.007140151304013403,2000,2000,5.879e-07,1e-12,1e-12
0.007340598369757212,2000,2000,6.044e-07,1e-12,1e-12
0.007546672630843887,2000,2000,6.214e-07,1e-12,1e-12
0.007758532060787836,2000,2000,6.389e-07,1e-12,1e-12
0.007976339067929281,2000,2000,6.568e-07,1e-12,1e-12
0.008200260619934131,2000,2000,6.752e-07,1e-12,1e-12
0.008430468371788968,2000,2000,6.942e-07,1e-12,1e-12
0.008667138797389234,2000,2000,7.137e-07,1e-12,1e-12
0.008910453324821512,2000,2000,7.337e-07,1e-12,1e-12
0.00916059847544371,2000,2000,7.543e-07,1e-12,1e-12
0.009417766006869518,2000,2000,7.755e-07,1e-12,1e-12
0.009682153059967086,2000,2000,7.973e-07,1e-12,1e-12
0.009953962309984233,2000,2000,8.196e-07,1e-12,1e-12
0.010233402121916417,2000,2000,8.426e-07,1e-12,1e-12
0.010520686710236229,2000,2000,8.663e-07,1e-12,1e-12
0.0108160363031071,2000,2000,8.906e-07,1e-12,1e-12
0.011119677311206989,2000,2000,9.156e-07,1e-12,1e-12
0.011431842501291497,2000,2000,9.413e-07,1e-12,1e-12
0.011752771174629452,2000,2000,9.678e-07,1e-12,1e-12
0.012082709350447765,2000,2000,9.949e-07,1e-12,1e-12
0.012421909954526173,2000,2000,1.023e-06,1e-12,1e-12
0.01277063301308644,2000,2000,1.052e-06,1e-12,1e-12
0.013129145852124654,2000,2000,1.081e-06,1e-12,1e-12
0.013497723302339424,2000,2000,1.111e-06,1e-12,1e-12
0.013876647909813085,2000,2000,1.143e-06,1e-12,1e-12
0.014266210152607376,2000,2000,1.175e-06,1e-12,1e-12
0.014666708663439686,2000,2000,1.208e-06,1e-12,1e-12
0.015078450458610518,2000,2000,1.242e-06,1e-12,1e-12
0.015501751173357704,2000,2000,1.276e-06,1e-12,1e-12
0.01593693530381775,2000,2000,1.312e-06,1e-12,1e-12
0.01638433645577984,2000,2000,1.349e-06,1e-12,1e-12
0.016844297600423153,2000,2000,1.387e-06,1e-12,1e-12
0.017317171337233535,2000,2000,1.426e-06,1e-12,1e-12
0.01780332016430114,2000,2000,1.466e-06,1e-12,1e-12
0.01830311675620612,2000,2000,1.507e-06,1e-12,1e-12
0.018816944249705557,2000,2000,1.549e-06,1e-12,1e-12
0.019345196537440452,2000,2000,1.593e-06,1e-12,1e-12
0.019888278569888097,2000,2000,1.638e-06,1e-12,1e-12
0.020446606665791168,2000,2000,1.684e-06,1e-12,1e-12
0.021020608831301583,2000,2000,1.731e-06,1e-12,1e-12
0.021610725088083777,2000,2000,1.779e-06,1e-12,1e-12
0.022217407810628847,2000,2000,1.829e-06,1e-12,1e-12
0.022841122073038244,2000,2000,1.881e-06,1e-12,1e-12
0.023482346005542765,2000,2000,1.934e-06,1e-12,1e-12
0.02414157116103019,2000,2000,1.988e-06,1e-12,1e-12
0.024819302891862554,2000,2000,2.044e-06,1e-12,1e-12
0.02551606073727185,2000,2000,2.101e-06,1e-12,1e-12
0.026232378821631236,2000,2000,2.16e-06,1e-12,1e-12
0.026968806263906926,2000,2000,2.221e-06,1e-12,1e-12
0.027725907598604826,2000,2000,2.283e-06,1e-12,1e-12
0.028504263208534348,2000,2000,2.347e-06,1e-12,1e-12
0.02930446976972143,2000,2000,2.413e-06,1e-12,1e-12
0.03012714070881164,2000,2000,2.481e-06,1e-12,1e-12
0.030972906673314083,2000,2000,2.55e-06,1e-12,1e-12
0.03184241601504653,2000,2000,2.622e-06,1e-12,1e-12
0.03273633528715246,2000,2000,2.696e-06,1e-12,1e-12
0.033655349755070944,2000,2000,2.771e-06,1e-12,1e-12
0.034600163921851106,2000,2000,2.849e-06,1e-12,1e-12
0.03557150206821386,2000,2000,2.929e-06,1e-12,1e-12
0.03657010880777491,2000,2000,3.011e-06,1e-12,1e-12
0.03759674965785468,2000,2000,3.096e-06,1e-12,1e-12
0.03865221162631264,2000,2000,3.183e-06,1e-12,1e-12
0.03973730381485608,2000,2000,3.272e-06,1e-12,1e-12
0.040852858039285636,2000,2000,3.364e-06,1e-12,1e-12
0.04199972946715306,2000,2000,3.458e-06,1e-12,1e-12
0.04317879727332024,2000,2000,3.555e-06,1e-12,1e-12
0.04439096531392171,2000,2000,3.655e-06,1e-12,1e-12
0.04563716281924759,2000,2000,3.758e-06,1e-12,1e-12
0.046918345106077966,2000,2000,3.863e-06,1e-12,1e-12
0.04823549431001467,2000,2000,3.972e-06,1e-12,1e-12
0.04958962013837214,2000,2000,4.083e-06,1e-12,1e-12
0.050981760644204246,2000,2000,4.198e-06,1e-12,1e-12
0.05241298302206059,2000,2000,4.316e-06,1e-12,1e-12
0.05388438442608224,2000,2000,4.437e-06,1e-12,1e-12
0.05539709281106403,2000,2000,4.562e-06,1e-12,1e-12
0.056952267797128246,2000,2000,4.69e-06,1e-12,1e-12
0.05855110155867241,2000,2000,4.821e-06,1e-12,1e-12
0.060194819738272745,2000,2000,4.957e-06,1e-12,1e-12
0.06188468238624386,2000,2000,5.096e-06,1e-12,1e-12
0.06362198492657489,2000,2000,5.239e-06,1e-12,1e-12
0.06540805914998256,2000,2000,5.386e-06,1e-12,1e-12
0.0672442742348425,2000,2000,5.537e-06,1e-12,1e-12
0.06913203779678131,2000,2000,5.693e-06,1e-12,1e-12
0.07107279696773419,2000,2000,5.852e-06,1e-12,1e-12
0.07306803950529503,2000,2000,6.017e-06,1e-12,1e-12
0.07511929493320965,2000,2000,6.186e-06,1e-12,1e-12
0.07722813571388643,2000,2000,6.359e-06,1e-12,1e-12
0.0793961784538228,2000,2000,6.538e-06,1e-12,1e-12
0.08162508514287228,2000,2000,6.721e-06,1e-12,1e-12
0.08391656442830157,2000,2000,6.91e-06,1e-12,1e-12
0.08627237292461451,2000,2000,7.104e-06,1e-12,1e-12
0.08869431656014709,2000,2000,7.303e-06,1e-12,1e-12
0.09118425196146572,2000,2000,7.508e-06,1e-12,1e-12
0.09374408787662995,2000,2000,7.719e-06,1e-12,1e-12
0.09637578663841088,2000,2000,7.936e-06,1e-12,1e-12
0.0990813656685867,2000,2000,8.159e-06,1e-12,1e-12
0.10186289902446875,2000,2000,8.388e-06,1e-12,1e-12
0.10472251898884344,2000,2000,8.623e-06,1e-12,1e-12
0.10766241770454933,2000,2000,8.865e-06,1e-12,1e-12
0.1106848488549412,2000,2000,9.114e-06,1e-12,1e-12
0.11379212939153151,2000,2000,9.37e-06,1e-12,1e-12
0.11698664131013069,2000,2000,9.633e-06,1e-12,1e-12
0.1202708334768512,2000,2000,9.903e-06,1e-12,1e-12
0.12364722350537151,2000,2000,1.018e-05,1e-12,1e-12
0.1271183996869029,2000,2000,1.047e-05,1e-12,1e-12
0.13068702297433463,2000,2000,1.076e-05,1e-12,1e-12
0.13435582902208262,2000,2000,1.106e-05,1e-12,1e-12
0.13812763028320094,2000,2000,1.137e-05,1e-12,1e-12
0.14200531816536832,2000,2000,1.169e-05,1e-12,1e-12
0.14599186524739785,2000,2000,1.202e-05,1e-12,1e-12
0.15009032755797366,2000,2000,1.236e-05,1e-12,1e-12
0.15430384691835647,2000,2000,1.271e-05,1e-12,1e-12
0.15863565335085897,2000,2000,1.306e-05,1e-12,1e-12
0.16308906755493327,2000,2000,1.343e-05,1e-12,1e-12
0.16766750345276993,2000,2000,1.381e-05,1e-12,1e-12
0.17237447080636198,2000,2000,1.419e-05,1e-12,1e-12
0.17721357790803585,2000,2000,1.459e-05,1e-12,1e-12
0.18218853434651672,2000,2000,1.5e-05,1e-12,1e-12
0.18730315385064367,2000,2000,1.542e-05,1e-12,1e-12
0.19256135721291986,2000,2000,1.586e-05,1e-12,1e-12
0.19796717529513327,2000,2000,1.63e-05,1e-12,1e-12
0.20352475211835777,2000,2000,1.676e-05,1e-12,1e-12
0.2092383480396977,2000,2000,1.723e-05,1e-12,1e-12
0.21511234301821672,2000,2000,1.771e-05,1e-12,1e-12
0.22115123997254887,2000,2000,1.821e-05,1e-12,1e-12
0.22735966823277176,2000,2000,1.872e-05,1e-12,1e-12
0.2337423870891815,2000,2000,1.925e-05,1e-12,1e-12
0.24030428944069696,2000,2000,1.979e-05,1e-12,1e-12
0.24705040554568256,2000,2000,2.034e-05,1e-12,1e-12
0.25398590687807265,2000,2000,2.091e-05,1e-12,1e-12
0.26111611009174596,2000,2000,2.15e-05,1e-12,1e-12
0.26844648109619623,2000,2000,2.21e-05,1e-12,1e-12
0.27598263924661803,2000,2000,2.273e-05,1e-12,1e-12
0.28373036165162113,2000,2000,2.336e-05,1e-12,1e-12
0.2916955876018796,2000,2000,2.402e-05,1e-12,1e-12
0.29988442312310276,2000,2000,2.469e-05,1e-12,1e-12
0.3083031456568277,2000,2000,2.539e-05,1e-12,1e-12
0.3169582088726115,2000,2000,2.61e-05,1e-12,1e-12
0.32585624761532267,2000,2000,2.683e-05,1e-12,1e-12
0.3350040829913133,2000,2000,2.759e-05,1e-12,1e-12
0.34440872759738234,2000,2000,2.836e-05,1e-12,1e-12
0.35407739089652696,2000,2000,2.916e-05,1e-12,1e-12
0.36401748474461415,2000,2000,2.997e-05,1e-12,1e-12
0.37423662907219807,2000,2000,3.082e-05,1e-12,1e-12
0.3847426577258506,2000,2000,3.168e-05,1e-12,1e-12
0.39554362447347013,2000,2000,3.257e-05,1e-12,1e-12
0.4066478091781858,2000,2000,3.348e-05,1e-12,1e-12
0.4180637241455758,2000,2000,3.442e-05,1e-12,1e-12
0.42980012064907985,2000,2000,3.539e-05,1e-12,1e-12
0.44186599563859413,2000,2000,3.638e-05,1e-12,1e-12
0.45427059863740427,2000,2000,3.741e-05,1e-12,1e-12
0.4670234388327335,2000,2000,3.846e-05,1e-12,1e-12
0.480134292365345,2000,2000,3.954e-05,1e-12,1e-12
0.4936132098237917,2000,2000,4.065e-05,1e-12,1e-12
0.5074705239490466,2000,2000,4.179e-05,1e-12,1e-12
0.521716857555435,2000,2000,4.296e-05,1e-12,1e-12
0.536363131673924,2000,2000,4.417e-05,1e-12,1e-12
0.5514205739240302,2000,2000,4.541e-05,1e-12,1e-12
0.5669007271207434,2000,2000,4.668e-05,1e-12,1e-12
0.5828154581230846,2000,2000,4.799e-05,1e-12,1e-12
0.5991769669310619,2000,2000,4.934e-05,1e-12,1e-12
0.6159977960380169,2000,2000,5.072e-05,1e-12,1e-12
0.6332908400455115,2000,2000,5.215e-05,1e-12,1e-12
0.6510693555481462,2000,2000,5.361e-05,1e-12,1e-12
0.6693469712958661,2000,2000,5.512e-05,1e-12,1e-12
0.688137698641567,2000,2000,5.666e-05,1e-12,1e-12
0.7074559422819878,2000,2000,5.825e-05,1e-12,1e-12
0.7273165113001454,2000,2000,5.989e-05,1e-12,1e-12
0.7477346305177588,2000,2000,6.157e-05,1e-12,1e-12
0.7687259521663729,2000,2000,6.33e-05,1e-12,1e-12
0.7903065678861348,2000,2000,6.508e-05,1e-12,1e-12
0.8124930210614048,2000,2000,6.69e-05,1e-12,1e-12
0.8353023195026779,2000,2000,6.878e-05,1e-12,1e-12
0.8587519484845171,2000,2000,7.071e-05,1e-12,1e-12
0.882859884149515,2000,2000,7.27e-05,1e-12,1e-12
0.9076446072885357,2000,2000,7.474e-05,1e-12,1e-12
0.933125117507825,2000,2000,7.684e-05,1e-12,1e-12
0.9593209477938242,2000,2000,7.899e-05,1e-12,1e-12
0.9862521794868784,2000,2000,8.121e-05,1e-12,1e-12
1.0139394576752918,2000,2000,8.349e-05,1e-12,1e-12
1.0424040070215568,2000,2000,8.583e-05,1e-12,1e-12
1.0716676480328633,2000,2000,8.824e-05,1e-12,1e-12
1.1017528137883874,2000,2000,9.072e-05,1e-12,1e-12
1.1326825671361538,2000,2000,9.327e-05,1e-12,1e-12
1.1644806183726866,2000,2000,9.589e-05,1e-12,1e-12
1.1971713434189668,2000,2000,9.858e-05,1e-12,1e-12
1.2307798025066645,2000,2000,0.0001013,1e-12,1e-12
1.2653317593889428,2000,2000,0.0001042,1e-12,1e-12
1.3008537010905705,2000,2000,0.0001071,1e-12,1e-12
1.3373728582124964,2000,2000,0.0001101,1e-12,1e-12
1.374917225806419,2000,2000,0.0001132,1e-12,1e-12
1.4135155848353957,2000,2000,0.0001164,1e-12,1e-12
1.4531975242368953,2000,2000,0.0001197,1e-12,1e-12
1.4939934636052576,2000,2000,0.000123,1e-12,1e-12
1.535934676510897,2000,2000,0.0001265,1e-12,1e-12
1.5790533144741759,2000,2000,0.00013,1e-12,1e-12
1.6233824316122782,2000,2000,0.0001337,1e-12,1e-12
1.6689560099780247,2000,2000,0.0001374,1e-12,1e-12
1.7158089856100047,2000,2000,0.0001413,1e-12,1e-12
1.7639772753140452,2000,2000,0.0001453,1e-12,1e-12
1.8134978041964953,2000,2000,0.0001493,1e-12,1e-12
1.8644085339704872,2000,2000,0.0001535,1e-12,1e-12
1.916748492056815,2000,2000,0.0001578,1e-12,1e-12
1.9705578015018004,2000,2000,0.0001623,1e-12,1e-12
2.025877711735017,2000,2000,0.0001668,1e-12,1e-12
2.0827506301905143,2000,2000,0.0001715,1e-12,1e-12
2.1412201548157292,2000,2000,0.0001763,1e-12,1e-12
2.20133110749303,2000,2000,0.0001813,1e-12,1e-12
2.26312956839953,2000,2000,0.0001864,1e-12,1e-12
2.326662911331458,2000,2000,0.0001916,1e-12,1e-12
2.3919798400202397,2000,2000,0.000197,1e-12,1e-12
2.459130425468044,2000,2000,0.0002025,1e-12,1e-12
2.5281661443315007,2000,2000,0.0002082,1e-12,1e-12
2.599139918382933,2000,2000,0.000214,1e-12,1e-12
2.6721061550794354,2000,2000,0.00022,1e-12,1e-12
2.7471207892708116,2000,2000,0.0002262,1e-12,1e-12
2.8242413260784356,2000,2000,0.0002326,1e-12,1e-12
2.903526884977814,2000,2000,0.0002391,1e-12,1e-12
2.9850382451187323,2000,2000,0.0002458,1e-12,1e-12
3.0688378919176422,2000,2000,0.0002527,1e-12,1e-12
3.1549900649580884,2000,2000,0.0002598,1e-12,1e-12
3.2435608072358115,2000,2000,0.0002671,1e-12,1e-12
3.3346180157863627,2000,2000,0.0002746,1e-12,1e-12
3.428231493733971,2000,2000,0.0002823,1e-12,1e-12
3.5244730038015843,2000,2000,0.0002902,1e-12,1e-12
3.62341632332315,2000,2000,0.0002984,1e-12,1e-12
3.7251373008002098,2000,2000,0.0003067,1e-12,1e-12
3.829713914046281,2000,2000,0.0003153,1e-12,1e-12
3.937226329963479,2000,2000,0.0003242,1e-12,1e-12
4.047756965997322,2000,2000,0.0003333,1e-12,1e-12
4.161390553316707,2000,2000,0.0003427,1e-12,1e-12
4.278214201767617,2000,2000,0.0003523,1e-12,1e-12
4.398317466650224,2000,2000,0.0003622,1e-12,1e-12
4.521792417370702,2000,2000,0.0003723,1e-12,1e-12
4.648733708020257,2000,2000,0.0003828,1e-12,1e-12
4.7792386499356,2000,2000,0.0003935,1e-12,1e-12
4.913407286296362,2000,2000,0.0004046,1e-12,1e-12
5.051342468816767,2000,2000,0.0004159,1e-12,1e-12
5.1931499365902125,2000,2000,0.0004276,1e-12,1e-12
5.338938397147356,2000,2000,0.0004396,1e-12,1e-12
5.4888196097896715,2000,2000,0.000452,1e-12,1e-12
5.642908471262537,2000,2000,0.0004646,1e-12,1e-12
5.801323103833378,2000,2000,0.0004777,1e-12,1e-12
5.96418494584246,2000,2000,0.0004911,1e-12,1e-12
6.131618844795775,2000,2000,0.0005049,1e-12,1e-12
6.303753153071275,2000,2000,0.000519,1e-12,1e-12
6.4807198263119705,2000,2000,0.0005336,1e-12,1e-12
6.66265452458115,2000,2000,0.0005486,1e-12,1e-12
6.849696716357447,2000,2000,0.000564,1e-12,1e-12
7.041989785449289,2000,2000,0.0005798,1e-12,1e-12
7.239681140910877,2000,2000,0.0005961,1e-12,1e-12
7.442922330043758,2000,2000,0.0006128,1e-12,1e-12
7.651869154570825,2000,2000,0.00063,1e-12,1e-12
7.866681790071582,2000,2000,0.0006477,1e-12,1e-12
8.087524908770456,2000,2000,0.0006659,1e-12,1e-12
8.314567805772064,2000,2000,0.0006846,1e-12,1e-12
8.547984528840415,2000,2000,0.0007038,1e-12,1e-12
8.78795401182132,2000,2000,0.0007236,1e-12,1e-12
9.034660211810534,2000,2000,0.0007439,1e-12,1e-12
9.2882922501725,2000,2000,0.0007648,1e-12,1e-12
9.549044557518078,2000,2000,0.0007862,1e-12,1e-12
9.817117022752193,2000,2000,0.0008083,1e-12,1e-12
10.092715146305718,2000,2000,0.000831,1e-12,1e-12
10.376050197669118,2000,2000,0.0008543,1e-12,1e-12
10.66733937734857,2000,2000,0.0008783,1e-12,1e-12
10.966805983368674,2000,2000,0.0009029,1e-12,1e-12
11.274679582449473,2000,2000,0.0009283,1e-12,1e-12
11.591196185988856,2000,2000,0.0009543,1e-12,1e-12
11.916598430985587,2000,2000,0.0009811,1e-12,1e-12
12.251135766041177,2000,2000,0.001009,1e-12,1e-12
12.595064642583589,2000,2000,0.001037,1e-12,1e-12
12.948648711459048,2000,2000,0.001066,1e-12,1e-12
13.312159025043076,2000,2000,0.001096,1e-12,1e-12
13.685874245025177,2000,2000,0.001127,1e-12,1e-12
14.070080856026864,2000,2000,0.001158,1e-12,1e-12
14.46507338521647,2000,2000,0.001191,1e-12,1e-12
14.871154628089538,2000,2000,0.001224,1e-12,1e-12
15.288635880587295,2000,2000,0.001259,1e-12,1e-12
15.717837177731612,2000,2000,0.001294,1e-12,1e-12
16.15908753895919,2000,2000,0.00133,1e-12,1e-12
16.61272522034293,2000,2000,0.001368,1e-12,1e-12
17.079097973894267,2000,2000,0.001406,1e-12,1e-12
17.55856331414467,2000,2000,0.001445,1e-12,1e-12
18.0514887922111,2000,2000,0.001486,1e-12,1e-12
18.558252277555187,2000,2000,0.001528,1e-12,1e-12
19.07924224765265,2000,2000,0.00157,1e-12,1e-12
19.614858085794292,2000,2000,0.001615,1e-12,1e-12
20.165510387247487,2000,2000,0.00166,1e-12,1e-12
20.731621274012312,2000,2000,0.001706,1e-12,1e-12
21.313624718414378,2000,2000,0.001754,1e-12,1e-12
21.911966875781474,2000,2000,0.001803,1e-12,1e-12
22.527106426459827,2000,2000,0.001854,1e-12,1e-12
23.159514927431545,2000,2000,0.001906,1e-12,1e-12
23.809677173803582,2000,2000,0.001959,1e-12,1e-12
24.478091570444402,2000,2000,0.002014,1e-12,1e-12
25.16527051405389,2000,2000,0.002071,1e-12,1e-12
25.87174078595924,2000,2000,0.002129,1e-12,1e-12
26.598043955937584,2000,2000,0.002189,1e-12,1e-12
27.3447367973758,2000,2000,0.00225,1e-12,1e-12
28.112391714084612,2000,2000,0.002313,1e-12,1e-12
28.901597179095116,2000,2000,0.002378,1e-12,1e-12
29.712958185773342,2000,2000,0.002444,1e-12,1e-12
30.547096711599682,2000,2000,0.002513,1e-12,1e-12
31.40465219496749,2000,2000,0.002583,1e-12,1e-12
32.286282025367335,2000,2000,0.002656,1e-12,1e-12
33.1926620473319,2000,2000,0.00273,1e-12,1e-12
34.124487078528894,2000,2000,0.002807,1e-12,1e-12
35.08247144239789,2000,2000,0.002885,1e-12,1e-12
36.06734951574032,2000,2000,0.002966,1e-12,1e-12
37.07987629168173,2000,2000,0.003049,1e-12,1e-12
38.12082795843888,2000,2000,0.003134,1e-12,1e-12
39.19100249433402,2000,2000,0.003222,1e-12,1e-12
40.29122027951352,2000,2000,0.003312,1e-12,1e-12
41.42232472483898,2000,2000,0.003405,1e-12,1e-12
42.58518291843414,2000,2000,0.0035,1e-12,1e-12
43.78068629038167,2000,2000,0.003598,1e-12,1e-12
45.00975129608042,2000,2000,0.003699,1e-12,1e-12
46.273320118786934,2000,2000,0.003802,1e-12,1e-12
47.57236139187889,2000,2000,0.003908,1e-12,1e-12
48.9078709413959,2000,2000,0.004018,1e-12,1e-12
50.28087254942475,2000,2000,0.00413,1e-12,1e-12
51.69241873891604,2000,2000,0.004245,1e-12,1e-12
53.143591580532416,2000,2000,0.004364,1e-12,1e-12
54.63550352214876,2000,2000,0.004485,1e-12,1e-12
56.16929824163804,2000,2000,0.004611,1e-12,1e-12
57.74615152359826,2000,2000,0.004739,1e-12,1e-12
59.367272160691265,2000,2000,0.004871,1e-12,1e-12
61.03390288028621,2000,2000,0.005007,1e-12,1e-12
62.74732129711575,2000,2000,0.005146,1e-12,1e-12
64.508840892677,2000,2000,0.00529,1e-12,1e-12
66.31981202212675,2000,2000,0.005437,1e-12,1e-12
68.18162294944479,2000,2000,0.005588,1e-12,1e-12
70.09570091165618,2000,2000,0.005744,1e-12,1e-12
72.06351321293045,2000,2000,0.005903,1e-12,1e-12
74.08656834939568,2000,2000,0.006067,1e-12,1e-12
76.16641716552891,2000,2000,0.006235,1e-12,1e-12
78.30465404301182,2000,2000,0.006408,1e-12,1e-12
80.50291812295973,2000,2000,0.006586,1e-12,1e-12
82.76289456246352,2000,2000,0.006768,1e-12,1e-12
85.08631582640582,2000,2000,0.006956,1e-12,1e-12
87.47496301554415,2000,2000,0.007148,1e-12,1e-12
89.93066723187614,2000,2000,0.007345,1e-12,1e-12
92.4553109823358,2000,2000,0.007548,1e-12,1e-12
95.05082962189512,2000,2000,0.007756,1e-12,1e-12
97.71921283717997,2000,2000,0.00797,1e-12,1e-12
100.46250617173403,2000,2000,0.008189,1e-12,1e-12
103.28281259410296,2000,2000,0.008414,1e-12,1e-12
106.18229410993847,2000,2000,0.008645,1e-12,1e-12
109.16317341936147,2000,2000,0.008882,1e-12,1e-12
112.22773562085071,2000,2000,0.009125,1e-12,1e-12
115.37832996296596,2000,2000,0.009374,1e-12,1e-12
118.61737164524791,2000,2000,0.00963,1e-12,1e-12
121.94734366967383,2000,2000,0.009892,1e-12,1e-12
125.37079874409197,2000,2000,0.01016,1e-12,1e-12
128.89036123908915,2000,2000,0.01044,1e-12,1e-12
132.5087291997954,2000,2000,0.01072,1e-12,1e-12
136.22867641416468,2000,2000,0.01101,1e-12,1e-12
140.05305453932198,2000,2000,0.01131,1e-12,1e-12
143.98479528760066,2000,2000,0.01161,1e-12,1e-12
148.02691267395102,2000,2000,0.01192,1e-12,1e-12
152.1825053264387,2000,2000,0.01224,1e-12,1e-12
156.45475886160958,2000,2000,0.01257,1e-12,1e-12
160.8469483265355,2000,2000,0.0129,1e-12,1e-12
165.36244070941822,2000,2000,0.01325,1e-12,1e-12
170.0046975206718,2000,2000,0.0136,1e-12,1e-12
174.77727744646808,2000,2000,0.01395,1e-12,1e-12
179.68383907677193,2000,2000,0.01432,1e-12,1e-12
184.7281437099636,2000,2000,0.01469,1e-12,1e-12
189.91405823619354,2000,2000,0.01508,1e-12,1e-12
195.2455581016861,2000,2000,0.01547,1e-12,1e-12
200.72673035625684,2000,2000,0.01587,1e-12,1e-12
206.36177678638566,2000,2000,0.01627,1e-12,1e-12
212.15501713624525,2000,2000,0.01669,1e-12,1e-12
218.11089241915198,2000,2000,0.01711,1e-12,1e-12
224.2339683219845,2000,2000,0.01754,1e-12,1e-12
230.52893870517062,2000,2000,0.01798,1e-12,1e-12
237.00062920093305,2000,2000,0.01843,1e-12,1e-12
243.6540009125466,2000,2000,0.01888,1e-12,1e-12
250.49415421745024,2000,2000,0.01934,1e-12,1e-12
